PLANT,COMPANY,CAPACITY,YEAR,FUEL_TYPE,CITY,STATE,LATITUDE,LONGITUDE,STATUS
WESTCHESTER WTE,WHEELABRATOR TECHNOLOGIES,60,1984,REF,Peekskill,NY,41.28755,-73.91541,operational
YONKERS WWTP,NEW YORK POWER AUTHORITY,0.20,1997,DGAS,Yonkers,NY,40.94209,-73.87074,operational
ARCHBOLD SAUDER,SAUDER WOODWORKING,7.30,1994,WOOD,Archbold,OH,41.57090,-84.31494,operational
CARBON LIMESTONE LF,ENERGY DEVELOPMENTS INC,1.35,2001,LGAS,Lowellville,OH,41.06941,-80.54441,operational
CARBON LIMESTONE LF,ENERGY DEVELOPMENTS INC,1.35,2001,LGAS,Lowellville,OH,41.06941,-80.54441,operational
CARBON LIMESTONE LF,ENERGY DEVELOPMENTS INC,1.35,2001,LGAS,Lowellville,OH,41.06941,-80.54441,operational
CARBON LIMESTONE LF,ENERGY DEVELOPMENTS INC,1.35,2001,LGAS,Lowellville,OH,41.06941,-80.54441,operational
CARBON LIMESTONE LF,ENERGY DEVELOPMENTS INC,1.35,2001,LGAS,Lowellville,OH,41.06941,-80.54441,operational
CARBON LIMESTONE LF,ENERGY DEVELOPMENTS INC,1.35,2001,LGAS,Lowellville,OH,41.06941,-80.54441,operational
CARBON LIMESTONE LF,ENERGY DEVELOPMENTS INC,1.35,2001,LGAS,Lowellville,OH,41.06941,-80.54441,operational
CARBON LIMESTONE LF,ENERGY DEVELOPMENTS INC,1.35,2001,LGAS,Lowellville,OH,41.06941,-80.54441,operational
CARBON LIMESTONE LF,ENERGY DEVELOPMENTS INC,1.35,2001,LGAS,Lowellville,OH,41.06941,-80.54441,operational
CARBON LIMESTONE LF,ENERGY DEVELOPMENTS INC,1.35,2001,LGAS,Lowellville,OH,41.06941,-80.54441,operational
CARBON LIMESTONE LF,ENERGY DEVELOPMENTS INC,1.35,2001,LGAS,Lowellville,OH,41.06941,-80.54441,operational
COSHOCTON,SMURFIT-STONE CORP,16.50,1982,WOOD,Coshocton,OH,40.24695,-81.89902,operational
CUYAHOGA LANDFILL,MINNESOTA METHANE LLC,1.90,1999,LGAS,Cleveland,OH,41.49186,-81.67522,operational
CUYAHOGA LANDFILL,MINNESOTA METHANE LLC,1.90,1999,LGAS,Cleveland,OH,41.49186,-81.67522,operational
LORAIN COUNTY LANDFILL,ENERGY DEVELOPMENTS INC,1.30,2001,LGAS,Oberlin,OH,41.29760,-82.23160,operational
LORAIN COUNTY LANDFILL,ENERGY DEVELOPMENTS INC,1.30,2001,LGAS,Oberlin,OH,41.29760,-82.23160,operational
LORAIN COUNTY LANDFILL,ENERGY DEVELOPMENTS INC,1.30,2001,LGAS,Oberlin,OH,41.29760,-82.23160,operational
LORAIN COUNTY LANDFILL,ENERGY DEVELOPMENTS INC,1.30,2001,LGAS,Oberlin,OH,41.29760,-82.23160,operational
LORAIN COUNTY LANDFILL,ENERGY DEVELOPMENTS INC,1.30,2001,LGAS,Oberlin,OH,41.29760,-82.23160,operational
LORAIN COUNTY LANDFILL,ENERGY DEVELOPMENTS INC,1.30,2001,LGAS,Oberlin,OH,41.29760,-82.23160,operational
MODEL LANDFILL,ENERGY DEVELOPMENTS INC,4.05,2001,LGAS,Columbus,OH,40.10382,-83.01866,operational
NEW KNOXVILLE HOGE,HOGE LUMBER CO,3.80,1986,WOOD,New Knoxville,OH,40.51440,-84.29802,operational
OTTAWA COUNTY LANDFILL,ENERGY DEVELOPMENTS INC,2.70,2001,LGAS,Port Clinton,OH,41.49795,-82.94856,operational
WB HALL WTE,BARLOW PROJECTS INC,11,1986,REF,Tulsa,OK,36.15081,-95.99434,operational
WB HALL WTE,BARLOW PROJECTS INC,5.50,1987,REF,Tulsa,OK,36.15081,-95.99434,operational
BIOMASS ONE,BIOMASS ONE LP,22.50,1987,WOOD,White City,OR,42.55041,-122.92745,operational
BLUE MOUNTAIN (OR),BLUE MTN FOREST PROD CO,5,0,WOOD,Long Creek,OR,44.68392,-119.24060,operational
COFFIN BUTTE,PNGC POWER,0.82,1995,LGAS,Corvallis,OR,44.65162,-123.27884,operational
COFFIN BUTTE,PNGC POWER,0.82,1995,LGAS,Corvallis,OR,44.65162,-123.27884,operational
COFFIN BUTTE,PNGC POWER,0.82,1995,LGAS,Corvallis,OR,44.65162,-123.27884,operational
COLUMBIA BOULEVARD WWTP,PORTLAND WATER BUREAU,0.18,1999,DGAS,Portland,OR,45.58881,-122.75365,operational
CRATER LAKE LUMBER,CRATER LAKE LUMBER CO,2.50,1989,WOOD,Chiloquin,OR,42.76416,-121.66227,operational
HEPPNER,FRONTIER ENERGY LLC,10,1985,WOOD,Heppner,OR,45.18893,-119.51965,operational
MARION COUNTY (OR),COVANTA ENERGY CORP,13.10,1987,REF,Brooks,OR,0.00000,0.00000,operational
PRAIRIE CITY,COGENCO,7.50,1986,WOOD,Prairie City,OR,44.57791,-118.60397,operational
RIDDLE JOHNSON,CO-GEN 2,11,1987,WOOD,Riddle,OR,42.92371,-123.39929,operational
SHORT MOUNTAIN,EMERALD PEOPLES UTILITY,0.80,1992,LGAS,Eugene,OR,44.07067,-123.08166,operational
SHORT MOUNTAIN,EMERALD PEOPLES UTILITY,0.80,1992,LGAS,Eugene,OR,44.07067,-123.08166,operational
SHORT MOUNTAIN,EMERALD PEOPLES UTILITY,0.80,1993,LGAS,Eugene,OR,44.07067,-123.08166,operational
SHORT MOUNTAIN,EMERALD PEOPLES UTILITY,0.80,1993,LGAS,Eugene,OR,44.07067,-123.08166,operational
TILLAMOOK LUMBER,TILLAMOOK LUMBER CO,7,0,WOOD,Tillamook,OR,45.49161,-123.65824,operational
WHITE CITY ROYAL,ROYAL OAK ENTERPRISES,5,0,WOOD,White City,OR,42.55041,-122.92745,operational
ALLENTOWN WWTP,PPL ENERGYPLUS,0.36,2000,DGAS,Allentown,PA,40.60255,-75.47192,operational
AMITY LANDFILL,ENERGY TACTICS INC,0.50,1988,LGAS,Taylor,PA,41.39855,-75.72151,operational
AMITY LANDFILL,ENERGY TACTICS INC,0.50,1988,LGAS,Taylor,PA,41.39855,-75.72151,operational
AMITY LANDFILL,ENERGY TACTICS INC,0.50,1988,LGAS,Taylor,PA,41.39855,-75.72151,operational
AMITY LANDFILL,ENERGY TACTICS INC,0.50,1988,LGAS,Taylor,PA,41.39855,-75.72151,operational
CLAIRTON USX,EXELON POWER,30,0,LGAS,Fairless Hills,PA,40.17856,-74.83667,operational
CLAIRTON USX,EXELON POWER,30,0,LGAS,Fairless Hills,PA,40.17856,-74.83667,operational
CORRY WWTP,CORRY SEWAGE,0.35,1988,DGAS,Corry,PA,41.93380,-79.68097,operational
DELAWARE VALLEY  WTE,AMERICAN REF-FUEL CO LLC,90,1991,REF,Chester,PA,39.84839,-75.37484,operational
EAST PENNSBORO LANDFILL,EAST PENNSBORO TWP,0.07,1985,LGAS,Enola,PA,40.29635,-76.99201,operational
EDWARDS STREET,SUDS ENERGY ASSOCIATES,0.05,1984,BIOMASS,Philadelphia,PA,40.09678,-75.02491,operational
ERIE HAMMERMILL,HAMMERMILL PAPER GROUP,43,1976,WOOD,Erie,PA,42.12066,-80.08674,operational
FAIRLESS HILLS,EXELON POWER,3.30,1988,LGAS,Fairless Hills,PA,40.17856,-74.83667,operational
FAIRLESS HILLS,EXELON POWER,3.30,1988,LGAS,Fairless Hills,PA,40.17856,-74.83667,operational
FREY DAIRY FARM,FREY J,0.10,1983,BIOMASS,Conestoga,PA,39.93637,-76.37669,operational
FRITZS ISLAND,READING COUNTY,0.23,1987,DGAS,Fritz Island,PA,0.00000,0.00000,operational
GREEN KNIGHT ENERGY,GREEN KNIGHT ECON DEV CORP,3.50,2001,LGAS,Plainfield,PA,40.20211,-77.28610,operational
GREEN KNIGHT ENERGY,GREEN KNIGHT ECON DEV CORP,3.50,2001,LGAS,Plainfield,PA,40.20211,-77.28610,operational
GREEN KNIGHT ENERGY,GREEN KNIGHT ECON DEV CORP,3.50,2001,LGAS,Plainfield,PA,40.20211,-77.28610,operational
HARRISBURG LANDFILL,CITY OF HARRISBURG,1.20,1984,LGAS,Harrisburg,PA,40.26147,-76.88041,operational
HARRISBURG WTE,CITY OF HARRISBURG,8.20,1986,REF,Harrisburg,PA,40.26147,-76.88041,operational
JEANNETTE WWTP,JEANNETTE MUNICIPAL AUTHORITY,0.03,2000,DGAS,Jeanette,PA,0.00000,0.00000,operational
KEYSTONE LANDFILL,ORGANIC WASTE TECHNOLOGIES INC,0.80,1994,LGAS,Throop,PA,0.00000,0.00000,operational
KEYSTONE LANDFILL,ORGANIC WASTE TECHNOLOGIES INC,0.80,1994,LGAS,Throop,PA,0.00000,0.00000,operational
KEYSTONE LANDFILL,ORGANIC WASTE TECHNOLOGIES INC,0.80,1994,LGAS,Throop,PA,0.00000,0.00000,operational
KEYSTONE LANDFILL,ORGANIC WASTE TECHNOLOGIES INC,0.80,1994,LGAS,Throop,PA,0.00000,0.00000,operational
KEYSTONE LANDFILL,ORGANIC WASTE TECHNOLOGIES INC,0.80,1994,LGAS,Throop,PA,0.00000,0.00000,operational
KEYSTONE LANDFILL,ORGANIC WASTE TECHNOLOGIES INC,0.80,1994,LGAS,Throop,PA,0.00000,0.00000,operational
KEYSTONE LANDFILL,ORGANIC WASTE TECHNOLOGIES INC,0.80,1994,LGAS,Throop,PA,0.00000,0.00000,operational
KRAEMER,WOOD METAL INDUSTRIES,0.50,1986,BIOMASS,Kraemer,PA,0.00000,0.00000,operational
LAKE VIEW LANDFILL,BIO-ENERGY PARTNERS,3.05,1996,LGAS,Erie,PA,42.12066,-80.08674,operational
LAKE VIEW LANDFILL,BIO-ENERGY PARTNERS,3.05,1996,LGAS,Erie,PA,42.12066,-80.08674,operational
LANCASTER COUNTY WTE,COVANTA ENERGY CORP,35.70,1991,REF,Bainbridge,PA,40.10674,-76.66442,operational
LEBANON COUNTY,LEBANON METHANE RECOVERY,0.60,1985,LGAS,Lebanon,PA,40.30632,-76.41733,operational
LEBANON COUNTY,LEBANON METHANE RECOVERY,0.60,1985,LGAS,Lebanon,PA,40.30632,-76.41733,operational
LYCOMING COUNTY LANDFILL,LYCOMING COUNTY RESOURCE MGMT,0.50,1993,LGAS,Montgomery,PA,41.18187,-76.91108,operational
LYCOMING COUNTY LANDFILL,LYCOMING COUNTY RESOURCE MGMT,0.50,1993,LGAS,Montgomery,PA,41.18187,-76.91108,operational
MASON DIXON FARMS,MASON DIXON FARMS INC,0.30,1985,BGAS,Gettysburg,PA,39.85690,-77.22536,operational
MODERN LANDFILL (PA),GAS RECOVERY SVCS,3,1998,LGAS,York,PA,39.96180,-76.72912,operational
MODERN LANDFILL (PA),GAS RECOVERY SVCS,3,1998,LGAS,York,PA,39.96180,-76.72912,operational
MODERN LANDFILL (PA),GAS RECOVERY SVCS,3,1998,LGAS,York,PA,39.96180,-76.72912,operational
MONTGOMERY COUNTY (PA),MONTENAY POWER CORP,31,1992,REF,Conshohocken,PA,40.08285,-75.30577,operational
MONTGOMERY KOPPERS,KOPPERS CO,10,1988,WOOD,Muncy,PA,41.21057,-76.81468,operational
MOUNTAIN VIEW LANDFILL,INDUST POWER GEN CORP,12,2003,LGAS,Greencastle,PA,39.76961,-77.74703,operational
MOUNTAIN VIEW LANDFILL,INDUST POWER GEN CORP,4,2004,LGAS,Greencastle,PA,39.76961,-77.74703,operational
NEW HOLLAND,PENN-DU CORP,0.18,1982,BIOMASS,New Holland,PA,40.09548,-76.07943,operational
NORTHERN TIER LANDFILL,MINNESOTA METHANE LLC,0.80,2002,LGAS,West Burlington Twp,PA,0.00000,0.00000,operational
SKB LANDFILL,MINNESOTA METHANE LLC,0.40,0,LGAS,,PA,0.00000,0.00000,operational
STOWE LANDFILL,BIO-ENERGY PARTNERS,3.20,1989,LGAS,Pottstown,PA,40.26448,-75.61618,operational
STOWE LANDFILL,BIO-ENERGY PARTNERS,3.20,1991,LGAS,Pottstown,PA,40.26448,-75.61618,operational
VIKING NORTHUMBERLAND,SUEZ ENERGY GENERATION NA,16.20,1989,WOOD,Northumberland,PA,40.92954,-76.78814,operational
WESTMORELAND MANOR WTE,MUNI AUTH OF WESTMORELAND CO,0.14,1988,REF,Greensburg,PA,40.34678,-79.52057,operational
WHEELABRATOR FALLS WTE,WHEELABRATOR TECHNOLOGIES,53,1994,REF,Morrisville,PA,40.20520,-74.82344,operational
YORK COUNTY WTE,MONTENAY POWER CORP,35,1989,REF,York,PA,39.96180,-76.72912,operational
CENTRAL LANDFILL,RHODE ISLAND RSRC RECOVERY,1.70,1990,LGAS,Johnston,RI,41.83293,-71.51968,operational
CENTRAL LANDFILL,RHODE ISLAND RSRC RECOVERY,1.70,1990,LGAS,Johnston,RI,41.83293,-71.51968,operational
CENTRAL LANDFILL,RHODE ISLAND RSRC RECOVERY,1.70,1990,LGAS,Johnston,RI,41.83293,-71.51968,operational
CENTRAL LANDFILL,RHODE ISLAND RSRC RECOVERY,1.70,1990,LGAS,Johnston,RI,41.83293,-71.51968,operational
CENTRAL LANDFILL,RHODE ISLAND RSRC RECOVERY,1.70,1990,LGAS,Johnston,RI,41.83293,-71.51968,operational
CENTRAL LANDFILL,RHODE ISLAND RSRC RECOVERY,1.70,1990,LGAS,Johnston,RI,41.83293,-71.51968,operational
CENTRAL LANDFILL,RHODE ISLAND RSRC RECOVERY,1.70,1990,LGAS,Johnston,RI,41.83293,-71.51968,operational
CENTRAL LANDFILL,RHODE ISLAND RSRC RECOVERY,1.70,1990,LGAS,Johnston,RI,41.83293,-71.51968,operational
CHARLESTON (SC),MONTENAY POWER CORP,12.80,1989,REF,Charleston,SC,32.77943,-79.94068,operational
DURBIN CREEK,WESTERN CAROLINA RSA,0.08,0,DGAS,Fountain Inn,SC,34.69094,-82.13417,operational
FLORENCE LA-Z-BOY,LA-Z-BOY SOUTH INC,0.50,0,WOOD,Florence,SC,34.18302,-79.83922,operational
HORRY LANDFILL,SANTEE COOPER,1.06,2001,LGAS,Conway,SC,33.88609,-78.97500,operational
HORRY LANDFILL,SANTEE COOPER,1.06,2001,LGAS,Conway,SC,33.88609,-78.97500,operational
HORRY LANDFILL,SANTEE COOPER,1.06,2001,LGAS,Conway,SC,33.88609,-78.97500,operational
LEE COUNTY LANDFILL,SANTEE COOPER,1.80,2004,LGAS,Bishopville,SC,34.22064,-80.27360,operational
LEE COUNTY LANDFILL,SANTEE COOPER,1.80,2004,LGAS,Bishopville,SC,34.22064,-80.27360,operational
LEE COUNTY LANDFILL,SANTEE COOPER,1.80,2004,LGAS,Bishopville,SC,34.22064,-80.27360,operational
SPARTANBURG PLANT,BMW MANUFACTURING CORP,4.80,2002,LGAS,Spartanburg,SC,34.93898,-82.00857,operational
SPARTANBURG PLANT,BMW MANUFACTURING CORP,4.80,2002,LGAS,Spartanburg,SC,34.93898,-82.00857,operational
SPARTANBURG PLANT,BMW MANUFACTURING CORP,4.80,2002,LGAS,Spartanburg,SC,34.93898,-82.00857,operational
SPARTANBURG PLANT,BMW MANUFACTURING CORP,4.80,2002,LGAS,Spartanburg,SC,34.93898,-82.00857,operational
,Bowater Inc.,121,0,wood,Catawba,SC,34.85426,-80.91332,operational
,Mead Westvaco,98,0,wood,North Charleston,SC,32.85538,-79.98476,operational
,"Mead Westvaco South Carolina, LLC",85,0,wood,Charleston,SC,32.93700,-80.04017,operational
,Smurfit-Stone Container Corp.,73,0,wood,Florence,SC,34.18302,-79.83922,operational
,Richland County Landfil Gas Generation Facility,5.50,0,LFG,Columbia,SC,33.99211,-81.03644,operational
CHESTNUT RIDGE LANDFILL,BIO-ENERGY PARTNERS,0.80,1992,LGAS,Heiskell,TN,36.15286,-84.02163,operational
CHESTNUT RIDGE LANDFILL,BIO-ENERGY PARTNERS,0.80,1992,LGAS,Heiskell,TN,36.15286,-84.02163,operational
CHESTNUT RIDGE LANDFILL,BIO-ENERGY PARTNERS,0.80,1992,LGAS,Heiskell,TN,36.15286,-84.02163,operational
CLEEK DAIRY FARM,CLEEK DAIRY FARM,0.01,1989,DGAS,Kingsport,TN,36.52393,-82.57268,operational
COUNCE,PACKAGING CORP OF AMERICA,50,1985,WOOD,Counce,TN,35.04182,-88.28101,operational
GALLATIN WTE,SUMNER CO RESOURCE AUTH,0.50,1981,REF,Gallatin,TN,36.39592,-86.45946,operational
HARRIMAN MID-SOUTH,MID-SOUTH COGEN INC,7.50,1992,WOOD,Harriman,TN,35.93318,-84.51856,operational
HOHENWALD,ENERCO ENERGY SYSTEMS,0.04,1988,WOOD,Hohenwald,TN,35.54150,-87.54026,operational
MEMPHIS DESOTO,DESOTO HARDWOOD FLOORING,0.30,1984,WOOD,Memphis,TN,35.06905,-89.95884,operational
MIDDLE POINT LANDFILL,TENNESSEE VALLEY AUTH,2.50,2001,LGAS,Murfreesboro,TN,35.78369,-86.34914,operational
NASHVILLE WTE,NASHVILLE THER TRANSFER,2.90,1974,REF,Nashville,TN,36.16214,-86.77579,operational
ATASCOCITA LANDFILL,TEXAS GENCO LLC,1.68,2003,LGAS,Humble,TX,30.00662,-95.28830,operational
ATASCOCITA LANDFILL,TEXAS GENCO LLC,1.68,2003,LGAS,Humble,TX,30.00662,-95.28830,operational
ATASCOCITA LANDFILL,TEXAS GENCO LLC,1.68,2003,LGAS,Humble,TX,30.00662,-95.28830,operational
ATASCOCITA LANDFILL,TEXAS GENCO LLC,1.68,2003,LGAS,Humble,TX,30.00662,-95.28830,operational
ATASCOCITA LANDFILL,TEXAS GENCO LLC,1.68,2003,LGAS,Humble,TX,30.00662,-95.28830,operational
AUSTIN WWTP,CITY OF AUSTIN,1,1986,DGAS,Austin,TX,30.22014,-97.74906,operational
BAYTOWN LANDFILL,TEXAS GENCO LLC,0.97,2002,LGAS,Baytown,TX,29.78453,-94.82822,operational
BAYTOWN LANDFILL,TEXAS GENCO LLC,0.97,2002,LGAS,Baytown,TX,29.78453,-94.82822,operational
BAYTOWN LANDFILL,TEXAS GENCO LLC,0.97,2002,LGAS,Baytown,TX,29.78453,-94.82822,operational
BAYTOWN LANDFILL,TEXAS GENCO LLC,0.97,2002,LGAS,Baytown,TX,29.78453,-94.82822,operational
BLUE BONNET LANDFILL,TEXAS GENCO LLC,0.97,2003,LGAS,Houston,TX,29.75808,-95.36141,operational
BLUE BONNET LANDFILL,TEXAS GENCO LLC,0.97,2003,LGAS,Houston,TX,29.75808,-95.36141,operational
BLUE BONNET LANDFILL,TEXAS GENCO LLC,0.97,2003,LGAS,Houston,TX,29.75808,-95.36141,operational
BLUE BONNET LANDFILL,TEXAS GENCO LLC,0.97,2003,LGAS,Houston,TX,29.75808,-95.36141,operational
CLEBURNE WTE,CITY OF CLEBURNE,0.70,1986,REF,Cleburne,TX,32.37305,-97.33719,operational
COASTAL PLAINS LANDFILL,TEXAS GENCO LLC,1.68,2003,LGAS,,TX,0.00000,0.00000,operational
COASTAL PLAINS LANDFILL,TEXAS GENCO LLC,1.68,2003,LGAS,,TX,0.00000,0.00000,operational
COASTAL PLAINS LANDFILL,TEXAS GENCO LLC,1.68,2003,LGAS,,TX,0.00000,0.00000,operational
COASTAL PLAINS LANDFILL,TEXAS GENCO LLC,1.68,2003,LGAS,,TX,0.00000,0.00000,operational
CONROE LANDFILL,TEXAS GENCO LLC,0.97,2003,LGAS,Conroe,TX,30.30887,-95.42911,operational
CONROE LANDFILL,TEXAS GENCO LLC,0.97,2003,LGAS,Conroe,TX,30.30887,-95.42911,operational
CONROE LANDFILL,TEXAS GENCO LLC,0.97,2003,LGAS,Conroe,TX,30.30887,-95.42911,operational
D/FW GAS RECOVERY,BIO-ENERGY PARTNERS,3.20,1988,LGAS,Lewisville,TX,33.04409,-96.99636,operational
D/FW GAS RECOVERY,BIO-ENERGY PARTNERS,3.20,1988,LGAS,Lewisville,TX,33.04409,-96.99636,operational
D/FW GAS RECOVERY,BIO-ENERGY PARTNERS,3.20,1995,LGAS,Lewisville,TX,33.04409,-96.99636,operational
GILMER,DEAN LUMBER CO,0.60,1986,WOOD,Gilmer,TX,32.79068,-95.00426,operational
HOUSTON UNCLE BENS,UNCLE BENS,1.40,1984,BIOMASS,Houston,TX,29.75808,-95.36141,operational
LUFKIN CHAMPION,ABITIBI-CONSOLIDATED INC,6,1940,WOOD,Lufkin,TX,31.29216,-94.67788,operational
LUFKIN CHAMPION,ABITIBI-CONSOLIDATED INC,6,1940,WOOD,Lufkin,TX,31.29216,-94.67788,operational
LUFKIN CHAMPION,ABITIBI-CONSOLIDATED INC,10,1949,WOOD,Lufkin,TX,31.29216,-94.67788,operational
LUFKIN CHAMPION,ABITIBI-CONSOLIDATED INC,10,1949,WOOD,Lufkin,TX,31.29216,-94.67788,operational
LUFKIN CHAMPION,ABITIBI-CONSOLIDATED INC,15.63,1955,WOOD,Lufkin,TX,31.29216,-94.67788,operational
LUFKIN CHAMPION,ABITIBI-CONSOLIDATED INC,15.63,1955,WOOD,Lufkin,TX,31.29216,-94.67788,operational
MARSHALL SNIDER,SNIDER INDUSTRIES,5,1983,WOOD,Marshall,TX,32.56275,-94.42563,operational
ROWLETT CREEK WWTP,GARLAND DEPT ENV RSRCS,0.37,1989,DGAS,Garland,TX,32.93605,-96.61971,operational
ROWLETT CREEK WWTP,GARLAND DEPT ENV RSRCS,0.37,1989,DGAS,Garland,TX,32.93605,-96.61971,operational
SECURITY LANDFILL,TEXAS GENCO LLC,1.68,2003,LGAS,,TX,0.00000,0.00000,operational
SECURITY LANDFILL,TEXAS GENCO LLC,1.68,2003,LGAS,,TX,0.00000,0.00000,operational
SECURITY LANDFILL,TEXAS GENCO LLC,1.68,2003,LGAS,,TX,0.00000,0.00000,operational
TESSMAN ROAD LANDFILL,ENERGY DEVELOPMENTS INC,1.35,2002,LGAS,Converse,TX,29.49276,-98.27048,operational
TESSMAN ROAD LANDFILL,ENERGY DEVELOPMENTS INC,1.35,2002,LGAS,Converse,TX,29.49276,-98.27048,operational
TESSMAN ROAD LANDFILL,ENERGY DEVELOPMENTS INC,1.35,2002,LGAS,Converse,TX,29.49276,-98.27048,operational
TESSMAN ROAD LANDFILL,ENERGY DEVELOPMENTS INC,1.35,2002,LGAS,Converse,TX,29.49276,-98.27048,operational
TESSMAN ROAD LANDFILL,ENERGY DEVELOPMENTS INC,1.35,2002,LGAS,Converse,TX,29.49276,-98.27048,operational
TESSMAN ROAD LANDFILL,ENERGY DEVELOPMENTS INC,1.35,2002,LGAS,Converse,TX,29.49276,-98.27048,operational
TEXARKANA MILL,INTERNATIONAL PAPER CO,25,0,WOOD,,TX,0.00000,0.00000,operational
TEXARKANA MILL,INTERNATIONAL PAPER CO,40,0,WOOD,,TX,0.00000,0.00000,operational
VILLAGE CREEK WWTP,FORT WORTH WATER DEPT,5.20,2001,DGAS,Fort Worth,TX,32.75126,-97.33186,operational
VILLAGE CREEK WWTP,FORT WORTH WATER DEPT,5.20,2001,DGAS,Fort Worth,TX,32.75126,-97.33186,operational
DAVIS COUNTY (UT) WTE,DAVIS CNTY SOLID WST,1.60,1988,REF,Layton,UT,41.08170,-111.90040,operational
DAVIS LANDFILL (UT),WASATCH INTEGRATED WASTE MGMT,0.50,2005,LGAS,Hill AFB,UT,41.11856,-111.97360,operational
DAVIS LANDFILL (UT),WASATCH INTEGRATED WASTE MGMT,0.50,2005,LGAS,Hill AFB,UT,41.11856,-111.97360,operational
ALEXANDRIA/ARLINGTON WTE,COVANTA ENERGY CORP,22,1988,REF,Alexandria,VA,38.82000,-77.05817,operational
APPOMATTOX,SUEZ ENERGY GENERATION NA,50,1980,LIQ,Hopewell,VA,37.27568,-77.19958,operational
CHARLES CITY EEI,ENERGY ENGINEERING INC,3.15,1991,WOOD,Charles City,VA,37.31520,-76.97569,operational
CHARLES CITY LANDFILL,INDUST POWER GEN CORP,16,2003,LGAS,Charles City,VA,37.31520,-76.97569,operational
CHESTER CORE,CORE ELECTRIC INC,0.50,1991,LGAS,Chester,VA,37.34218,-77.45913,operational
CHESTER CORE,CORE ELECTRIC INC,0.50,1991,LGAS,Chester,VA,37.34218,-77.45913,operational
CHESTER CORE,CORE ELECTRIC INC,0.50,1991,LGAS,Chester,VA,37.34218,-77.45913,operational
CHESTER CORE,CORE ELECTRIC INC,0.50,1991,LGAS,Chester,VA,37.34218,-77.45913,operational
CHESTER CORE,CORE ELECTRIC INC,0.50,1991,LGAS,Chester,VA,37.34218,-77.45913,operational
CHESTER CORE,CORE ELECTRIC INC,0.50,1991,LGAS,Chester,VA,37.34218,-77.45913,operational
CHESTER LANDFILL,VIRGINIA BIO-FUEL CORP,0.80,1994,LGAS,Chester,VA,37.34218,-77.45913,operational
CHESTER LANDFILL,VIRGINIA BIO-FUEL CORP,0.80,1994,LGAS,Chester,VA,37.34218,-77.45913,operational
COVINGTON WESTVACO,MEADWESTVACO CORP,28,1980,LIQ,Covington,VA,37.71101,-80.09035,operational
COVINGTON WESTVACO,MEADWESTVACO CORP,32.50,1989,LIQ,Covington,VA,37.71101,-80.09035,operational
COVINGTON WESTVACO,MEADWESTVACO CORP,10.50,1951,LIQ,Covington,VA,37.71101,-80.09035,operational
DINWIDDIE COUNTY BIO,VIRGINIA BIO-FUEL CORP,0.80,1994,LGAS,Dinwiddie,VA,37.06089,-77.54418,operational
I-95 LANDFILL,LANDFILL ENERGY SYSTEMS,0.80,1991,LGAS,Lorton,VA,38.69044,-77.23455,operational
I-95 LANDFILL,LANDFILL ENERGY SYSTEMS,0.80,1991,LGAS,Lorton,VA,38.69044,-77.23455,operational
I-95 LANDFILL,LANDFILL ENERGY SYSTEMS,0.80,1991,LGAS,Lorton,VA,38.69044,-77.23455,operational
I-95 LANDFILL,LANDFILL ENERGY SYSTEMS,0.80,1991,LGAS,Lorton,VA,38.69044,-77.23455,operational
I-95 LANDFILL,LANDFILL ENERGY SYSTEMS,0.80,1993,LGAS,Lorton,VA,38.69044,-77.23455,operational
I-95 LANDFILL,LANDFILL ENERGY SYSTEMS,0.80,1993,LGAS,Lorton,VA,38.69044,-77.23455,operational
I-95 LANDFILL,LANDFILL ENERGY SYSTEMS,0.80,1993,LGAS,Lorton,VA,38.69044,-77.23455,operational
I-95 LANDFILL,LANDFILL ENERGY SYSTEMS,0.80,1993,LGAS,Lorton,VA,38.69044,-77.23455,operational
LORTON WTE,COVANTA ENERGY CORP,62,1990,REF,Lorton,VA,38.69044,-77.23455,operational
LORTON WTE,COVANTA ENERGY CORP,62,1990,REF,Lorton,VA,38.69044,-77.23455,operational
MAPLEWOOD LANDFILL,INDUST POWER GEN CORP,16,2001,LGAS,Jetersville,VA,37.33144,-78.09395,operational
MARTIN FARMS,MARTIN FARMS,0.03,1994,BGAS,South Boston,VA,36.68923,-78.91400,operational
PITTSYLVANIA,DOMINION VIRGINIA POWER,43,1994,WOOD,Hurt,VA,37.07404,-79.28309,operational
PITTSYLVANIA,DOMINION VIRGINIA POWER,43,1994,WOOD,Hurt,VA,37.07404,-79.28309,operational
PRINCE WILLIAM LANDFILL,MINNESOTA METHANE LLC,0.95,1998,LGAS,,VA,0.00000,0.00000,operational
PRINCE WILLIAM LANDFILL,MINNESOTA METHANE LLC,0.95,1998,LGAS,,VA,0.00000,0.00000,operational
RICHMOND ERI,ENERGY RESOURCES HENRICO,10,1990,REF,Richmond,VA,37.54245,-77.44358,operational
RICHMOND LANDFILL,GAS RECOVERY SYSTEMS LLC,1,1993,LGAS,Richmond,VA,37.54245,-77.44358,operational
RICHMOND LANDFILL,GAS RECOVERY SYSTEMS LLC,1,1993,LGAS,Richmond,VA,37.54245,-77.44358,operational
RICHMOND LANDFILL,GAS RECOVERY SYSTEMS LLC,1,1993,LGAS,Richmond,VA,37.54245,-77.44358,operational
SHOOSMITH LANDFILL,INDUST POWER GEN CORP,16,2004,LGAS,Chester,VA,37.34218,-77.45913,operational
