chem_code,chemalpha_cd,chemname
90459,110400,"PARATHION, OTHER RELATED"
736,110450,"PARINOL"
460,110500,"PARIS GREEN"
464,110700,"PCNB"
90464,110800,"PCNB, OTHER RELATED"
90465,111000,"PCP, OTHER RELATED"
1049,111100,"PCP, POTASSIUM SALT"
540,111200,"PCP, SODIUM SALT"
90540,111300,"PCP, SODIUM SALT, OTHER RELATED"
2735,111325,"PEANUT BUTTER"
3722,111327,"PEANUT OIL"
3533,111330,"PEANUTS"
3723,111340,"PEANUT SHELLS"
3724,111345,"PEAT MOSS"
590,111350,"PEBULATE"
3725,111353,"PECAN SHELL FLOUR"
3726,111357,"PECTIN"
2737,111370,"PEG-120 METHYL GLUCOSE DIOLEATE"
1929,111400,"PENDIMETHALIN"
1283,111500,"PENICILLIN G, POTASSIUM SALT"
5889,111580,"PENOXSULAM"
465,111845,"PENTACHLOROPHENOL"
3316,111850,"1,3-PENTADIENE"
3318,111925,"PENTA ERYTHRITOL"
3317,111930,"PENTA ERYTHRITOL ESTER OF TALL OIL"
469,112000,"PENTANE"
3540,112020,"2,4-PENTANEDIONE"
3319,112025,"PENTA POTASSIUM TRIPHOSPHATE"
3320,112030,"PENTA SODIUM PENTETATE"
6020,112040,"PENTHIOPYRAD"
1809,112050,"PENTYL VALERATE"
2332,112060,"PEPPERMINT"
5452,112065,"PERBORIC ACID, SODIUM SALT"
5052,112070,"PERBORIC ACID, SODIUM SALT, MONOHYDRATE"
3321,112080,"PERCHLORIC ACID, CALCIUM SALT"
1895,112100,"PERFLUIDONE"
1896,112110,"PERFLUIDONE, DIETHANOLAMINE SALT"
919,112120,"PERFUME"
2740,112130,"PERFUME 08-28"
2741,112140,"PERFUME BOUQUET NO. 3"
2742,112150,"PERFUME, CHEM-MASK C NO. 280"
2743,112160,"PERFUME, CHERRY FRAGRANCE OIL #493"
2744,112170,"PERFUME, COLONIAL BOUQUET 8095"
2745,112180,"PERFUME, COMPOUND 2-2723"
2746,112190,"PERFUME, COMPOUND BOUQUET EC"
2747,112200,"PERFUME, COMPOUND 44.368/G"
3888,112205,"PERFUME, DL 10613"
2748,112210,"PERFUME, EAUDESOL MAL (SPECIAL)"
2749,112215,"PERFUME, FRAGRANCE 834235"
2750,112220,"PERFUME, FRAGRANCE OIL 6198 AG"
3895,112222,"PERFUME, GAMMA"
2751,112225,"PERFUME, FRESH MEADOWS #651"
2752,112230,"PERFUME, HERBAL FRAGRANCE 817135"
2753,112235,"PERFUME, HERBAL FRAGRANCE OIL NO. 062"
2754,112240,"PERFUME, MALAMASQUE NO. 59"
2755,112245,"PERFUME, MALATHION 21-639"
2756,112250,"PERFUME, MARBELLE 72160A"
2757,112255,"PERFUME, MIMOSA NO. 5"
2758,112260,"PERFUME, NEUTROLEUM ALPHA"
2759,112265,"PERFUME, NEW MOWN HAY"
2760,112270,"PERFUME, NORDA EC-137"
2761,112275,"PERFUME, PET PERFUME # 27253"
2762,112280,"PERFUME, PHASE B-5"
2763,112285,"PERFUME, R-7402"
2764,112290,"PERFUME, VEILEX 40019"
2765,112292,"PERFUME, WASHROOM CLEANER BOUQUET # 152-587"
2766,112295,"PERIPLANONE B"
2767,112297,"PERLITE"
2008,112300,"PERMETHRIN"
92008,112350,"PERMETHRIN, OTHER RELATED"
2291,112400,"PEROXYACETIC ACID"
5931,112500,"PEROXYOCTANOIC ACID"
1411,112600,"PETROLEUM DERIVATIVE RESIN"
763,112700,"PETROLEUM DISTILLATES"
2768,112725,"PETROLEUM DISTILLATES, ALIPHATIC"
1814,112750,"PETROLEUM DISTILLATES, AROMATIC"
2106,112775,"PETROLEUM DISTILLATES, REFINED"
473,112800,"PETROLEUM HYDROCARBONS"
1443,112900,"PETROLEUM JELLY"
2107,112925,"PETROLEUM NAPHTHENIC OILS"
2045,112930,"PETROLEUM OIL, PARAFFIN BASED"
765,113000,"PETROLEUM OIL, UNCLASSIFIED"
766,113100,"PETROLEUM SULFONATES"
1730,113200,"PETROLEUM, UNREFINED"
1342,113300,"PHENARSAZINE CHLORIDE"
675,113400,"PHENMEDIPHAM"
107,113450,"PHENOL"
1862,113455,"PHENOL, FERROUS SALT"
475,113500,"PHENOTHIAZINE"
2093,113600,"PHENOTHRIN"
92093,113650,"PHENOTHRIN, OTHER RELATED"
2769,113660,"3-PHENOXYBENZALDEHYDE"
2770,113670,"3-PHENOXYBENZOIC ACID"
2771,113680,"3-PHENOXYBENZYL ALCOHOL"
3842,113685,"PHENYL CHLOROFORMATE"
2772,113690,"PHENYL DIETHANOLAMINE BIS (2-METHOXY-3,6-DICHLORO BENZOATE)"
3324,113695,"PHENYL ETHER"
2094,113700,"PHENYLETHYL PROPIONATE"
3727,113750,"PHENYL GLYCOL ETHER"
491,113760,"PHENYLMERCURIC ACETATE"
90491,113761,"PHENYLMERCURIC ACETATE, OTHER RELATED"
492,113765,"PHENYLMERCURIC AMMONIUM ACETATE"
1535,113800,"PHENYLMERCURIC LACTATE"
477,113900,"PHENYLMERCURIC NITRATE"
853,114200,"PHENYLMERCURIC OLEATE"
2153,114400,"N-(PHENYLMETHYL)-9-(TETRAHYDRO-2H-PYRAN-2-YL)-9H-PURIN-6-AMINE"
448,114500,"ORTHO-PHENYLPHENOL"
890,114600,"ORTHO-PHENYLPHENOL, AMMONIUM SALT"
935,114700,"ORTHO-PHENYLPHENOL, POTASSIUM SALT"
248,114725,"ORTHO-PHENYLPHENOL, SODIUM SALT"
2773,114740,"1-(4-PHENYL PHENOXY)-1-(1,2,4-TRIAZOLE-1)-3,3-DIMETHYL BUTANE-2-OL"
2774,114745,"PHENYL SULFONATE CALCIUM"
3728,114750,"PHENYL TRIMETHYL SILOXANE"
6017,114775,"PHOMA MACROSTOMA STRAIN 94-44B"
478,114800,"PHORATE"
4084,114820,"PHORATE SULFONE"
4085,114825,"PHORATE SULFOXIDE"
4086,114830,"PHORATOXON"
4087,114835,"PHORATOXON SULFONE"
4088,114840,"PHORATOXON SULFOXIDE"
1523,114850,"PHOSACETIN"
479,114900,"PHOSALONE"
5041,114910,"PHOSALONE OXON"
335,115000,"PHOSMET"
4089,115020,"PHOSMETOXON"
482,115300,"PHOSPHAMIDON"
90482,115400,"PHOSPHAMIDON, OTHER RELATED"
3541,115530,"PHOSPHINE"
2776,115550,"2-PHOSPHONO-1,2,4-BUTANETRICARBOXYLIC ACID AQUEOUS "
1250,115600,"PHOSPHOPROTEINS"
871,115700,"PHOSPHORIC ACID"
5124,115710,"PHOSPHORIC ACID DIOCTYL ESTER LAURYLDIETHANOLAMINE SALT"
3838,115725,"PHOSPHORIC ACID, MONO (2-ETHYLHEXYL) ESTER"
5125,115730,"PHOSPHORIC ACID, MONOOCTYL ESTER, COMPD.WITH 2,2'-(DODECYLIMINO)BIS(ETHANOL)(1:1)"
2777,115750,"PHOSPHORIC ACID, MONOPOTASSIUM SALT"
3851,115775,"PHOSPHORIC ACID, TRISODIUM SALT (CHLORINATED)"
5774,115790,"PHOSPHOROUS ACID"
513,115800,"PHOSPHORUS"
2778,115850,"PHOSPHORUS PENTASULFIDE"
5122,115875,"PHOSTEBUPIRIM"
481,115900,"PHOSTON"
5107,116000,"PHTHALALDEHYDE"
3326,116100,"PHTHALIC ACID, ETHYL ESTER"
3327,116125,"PHTHALIC ANHYDRIDE"
1246,116200,"PHTHALIC GLYCEROL ALKYL"
2779,116225,"PHTHALO GREEN"
5078,116235,"PHYTOPHTHORA PALMIVORA, CHLAMYDOSPORES OF"
5908,116240,"PICARIDIN"
593,116250,"PICLORAM"
835,116300,"PICLORAM, ISOOCTYL ESTER"
5330,116350,"PICLORAM, POTASSIUM SALT"
1099,116400,"PICLORAM, TRIISOPROPANOLAMINE SALT"
2780,116450,"PIGMENT BLUE 29"
3870,116457,"PIGMENT GREEN 7"
3729,116465,"PIGMENT RED NO. 48"
3868,116467,"PIGMENT RED 57:1"
3869,116470,"PIGMENT RED 178"
3730,116480,"PIG TASTIES"
489,116600,"PINDONE"
1305,116650,"PINDONE, SODIUM SALT"
2187,116675,"PINENE"
3998,116685,"BETA-PINENE POLYMER"
3328,116690,"BETA-PINENE POLYMER -TOLUENE AND XYLENE ALKYLATED WITH DECYCLOPENTADIENE"
485,116700,"PINE OIL"
1993,116750,"PINE SOAP"
1574,116800,"PINE TAR"
5401,116850,"PINOLEIC ACID"
5984,116860,"PINOXADEN"
488,116900,"PIPERALIN"
1408,117000,"PIPERAZINE"
1575,117300,"PIPERAZINE DIHYDROCHLORIDE"
5848,117400,"PIPERINE"
486,117600,"PIPERONYL BUTOXIDE"
90486,117700,"PIPERONYL BUTOXIDE, OTHER RELATED"
487,117800,"PIPERONYL CYCLONENE"
1133,117820,"PIPROTAL"
91133,117825,"PIPROTAL, OTHER RELATED"
1875,117850,"PIRIMICARB"
2781,117860,"PIRIMIPHOS ETHYL"
2217,117875,"PIRIMIPHOS-METHYL"
5453,117890,"PLANT EXTRACT (DERIVED FROM QUERCUS FALCATA, OPUNTIA LINDHEIMERI, RHUS AROMATICA, AND RHIZOPHORIA MANGLE TISSUES)"
2791,118700,"PMS-5406-T PIGMENT"
5798,118810,"(POLY-N-ACETYL-D-GLUCOSAMINE)-PROTEIN"
2822,118950,"POLYACRYLAMIDE, POLYETHYLENE GLYCOL MIXTURE"
2111,119000,"POLYACRYLAMIDE POLYMER"
5008,119004,"POLYACRYLIC ACID"
2076,119005,"POLYACRYLIC ACID, SODIUM SALT"
2196,119010,"POLYACRYLIC POLYMER"
3731,119017,"POLYACRYLONITRILE"
2271,119019,"POLYALKYLENE ETHER"
2793,119020,"POLY ALKYLENE GLYCOL"
2794,119023,"POLY ALKYLENE GLYCOL ETHERS"
3520,119025,"POLYALKENE OXIDE MODIFIED HEPTAMETHYL TRISILOXANE"
5203,119026,"POLYALKYLENEOXIDE MODIFIED POLYDIMETHYL-SILOXANE"
2795,119027,"POLYAMIDE RESIN"
1377,119030,"POLYAMINE FATTY ACID DERIVATIVE"
1907,119050,"POLYAMINE POLYMER"
1040,119300,"POLYBUTENES"
5003,119350,"POLYCHLOROBIPHENYL"
5223,119375,"POLYETHER MODIFIED POLYSILOXANE"
3732,119450,"POLY ETHOXYAMINE"
5180,119525,"POLYETHOXYLATED ALKYL (C6-C22) ARYL ETHERS"
3740,119550,"POLYETHOXYLATED CASTOR OIL"
1587,119600,"POLYETHOXY POLYPROPOXY POLYETHOXY ETHANOL, N-ALKYL DIMETHYL DI (BETA-HYDROXYETHYL) BENZYL AMMONIUM CHLORIDE - IODINE COMPLEX"
1586,119700,"POLYETHOXY POLYPROPOXY POLYETHOXY ETHANOL-N-ALKYL DIMETHYL 3,4-DICHLOROBENZYL AMMONIUM CHLORIDE - IODINE COMPLEX"
1585,119800,"POLYETHOXY POLYPROPOXY POLYETHOXY ETHANOL - IODINE COMPLEX"
1176,119900,"POLYETHYLENE"
3733,119950,"POLYETHYLENE FILM"
1600,120000,"POLYETHYLENE GLYCOL"
2796,120005,"POLYETHYLENE GLYCOL DIACETATE"
2736,120007,"POLYETHYLENE GLYCOL DISTEARATE"
5860,120008,"POLYETHYLENE GLYCOL DITALLATE"
1216,120009,"POLYETHYLENE GLYCOL DODECANOATE"
2797,120010,"POLYETHYLENE GLYCOL GLYCERYL ETHER"
3841,120025,"POLYETHYLENE GLYCOL MONO(3-(TETRAMETHYL-1-(TRIMETHYLSILOXY)DISILOXANYL)PROPYL)ETHER"
2800,120030,"POLYETHYLENE GLYCOL OLEATE"
2891,120035,"POLYETHYLENE GLYCOL STEARATE"
2121,120150,"POLYETHYLENE GLYCOL ETHER OF LINEAR SECONDARY ALCOHOL - IODINE COMPLEX"
3735,120225,"POLYETHYLENE PELLETS"
2032,120250,"N-POLYETHYLENE POLYAMINE (18-MOLE)-N-OLEYLAMINE HYDROCHLORIDE"
1707,120300,"POLYETHYLENE POLYAMINES, ACETATE OLEATE"
3737,120330,"POLYETHYLENE POLYSULFIDE"
3331,120350,"POLY GLYCERYL PHTHALATE ESTER OF COCONUT OIL FATTY ACID"
2009,120400,"POLYHEDRAL INCLUSION BODIES OF DOUGLAS FIR TUSSOCK MOTH NUCLEAR POLYHEDROSIS VIRUS"
4028,120410,"POLYHEDRAL OCCLUSION BODIES (OB'S) OF THE NUCLEAR POLYHEDROSIS VIRUS OF HELICOVERPA ZEA (CORN EARWORM)"
4007,120425,"POLYHEDRAL OCCLUSION BODIES (OBS) OF THE NUCLEAR POLYHEDROSIS VIRUS OF SPODOPTERA EXIGUA"
2258,120450,"POLYHEXAMETHYLENE BIGUANIDINE"
2803,120470,"POLY-1,6-HEXANEDIOL DIMETHYL ACRYLATE"
1561,120600,"POLYISOBUTYLENE"
2804,120650,"POLYMER EMULSION K"
1314,120700,"POLY-I-PARA-MENTHENE"
5758,120710,"POLYMERIC TERPENES"
3738,120800,"POLYMERIZED ACRYLIC ACID"
2025,120825,"POLYMERIZED GLYCERYL OLEATE"
2043,120830,"POLYMERIZED PINENE"
3806,120835,"POLYMERIZED SOYBEAN OIL"
6001,120838,"POLYMERIC BETAINE"
5075,120840,"POLY (METHYLMETHACRYLATE-CO-TRIBUTYLTIN METHACRYLATE)"
2805,120905,"POLYMETHYLENE POLYPHENYL ISOCYANATE"
5788,120907,"POLYOXIN D"
2806,120910,"POLY-OXO ALUMINUM STEARATE"
2021,120920,"N-POLYOXYETHYLATED-N-OCTADECYLAMINE"
3739,120936,"POLYOXYETHYLENE AMYLPHENOL-FORMALDEHYDE RESIN (10 MOLES) (MOL. WT."
3741,120938,"POLYOXYETHYLENE CETYL ETHER"
3742,120939,"POLYOXYETHYLENE CETYL-STEARYL ETHER"
3333,120940,"POLYOXYETHYLENE (15) COCONUT AMINE"
1576,120941,"POLY(OXYETHYLENE) (DIMETHYLIMINO) ETHYLENE (DIMETHYLIMINO) ETHYLENE DICHLORIDE"
3744,120943,"POLYOXYETHYLENE DIOLEATE"
3745,120944,"POLYOXYETHYLENE DODECYLPHENOL (6-12 MOLES)"
3334,120945,"POLYOXYETHYLENE ESTER OF RESIN AND ROSIN ACIDS"
2261,120946,"POLY OXYETHYLENE ETHANOL MONOESTERS OF 5- (AND 6-) CARBOXY-4-HEXYL-2-CYCLOHEXENE-1-OCTANOIC ACID-IODINE COMPLEX"
1883,120950,"POLY (OXYETHYLENE) ETHER"
2798,120955,"POLYOXYETHYLENE GLYCERYL MONO- AND DITALLOWATE"
3335,120957,"POLYOXYETHYLENE HYDROABIETYL ALCOHOL"
3747,120958,"POLYOXYETHYLENE (7-7.5 MOLES) ISOPROPYLIDENE DIPHENOL"
2099,120960,"POLYOXYETHYLENE LANOLIN"
3749,120962,"POLYOXYETHYLENE METHYLENEBIS(DIAMYLPHENOL)"
3750,120963,"POLYOXYETHYLENE METHYLENEBIS(TERT-OCTYL)PHENOL"
1444,120965,"POLYOXYETHYLENE MIXED FATTY ACID ESTER"
3751,120966,"POLYOXYETHYLENE (2 MOLES) MONOETHANOLAMIDE OF COCONUT OIL FATTY"
2828,120982,"POLYOXYETHYLENE POLYOXYPROPYLENE CETYL ETHER PHOSPHATE ESTER"
1698,120984,"POLYOXYETHYLENE POLYOXYPROPYLENE"
3754,120985,"POLYOXY(ETHYLENE) POLYOXY(PROPYLENE) MONO(DI-SEC-BUTYLPHENYL) ETHER"
3756,120996,"POLYOXYETHYLENE POLYOXYPROPYLENE PHOSPHATE"
5868,120998,"POLY(OXYETHYLENE) POLY(OXYPROPYLENE) GLYCOL MONOALLYL ETHER"
2812,121000,"POLYOXYETHYLENE POLYOXYPROPYLENE MONOBUTYL ETHER"
3758,121045,"POLYOXYETHYLENE P-TERT-BUTYL PHENOL-FORMALDEHYDE RESIN"
3760,121050,"POLYOXYETHYLENE SORBITOL"
1178,121100,"POLYOXYETHYLENE SORBITOL, MIXED ETHER ESTER"
958,121200,"POLYOXYETHYLENE SORBITOL OLEATE-LAURATE"
5873,121225,"POLYOXYETHYLENE SORBITAN MIXED FATTY ACID ESTERS"
2813,121250,"POLYOXYETHYLENE SORBITAN MONOLAURATE"
1503,121300,"POLYOXYETHYLENE SORBITAN MONOOLEATE"
3336,121320,"POLYOXYETHYLENE SORBITAN MONOPALMITATE"
3759,121325,"POLYOXYETHYLENE SORBITAN MONOSTEARATE"
3337,121330,"POLYOXYETHYLENE SORBITAN MONOTALLATE"
2814,121400,"POLYOXYETHYLENE SORBITAN TRIOLEATE"
3761,121406,"POLYOXYETHYLENE SORBITOL HEXAOLEATE"
3762,121409,"POLYOXYETHYLENE SORBITOL PENTA TALL OIL ESTER (40 MOLES)"
3764,121415,"POLYOXYETHYLENE SORBITOL TETRAOLEATE"
3339,121420,"POLYOXYETHYLENE (5) SOYA AMINE"
3338,121430,"POLYOXYETHYLENE SOYBEAN OIL FATTY ACID ESTER"
2815,121450,"POLYOXYETHYLENE STEARYL ETHER"
3734,121470,"POLYOXYETHYLENE TALL OIL FATTY ACID ESTER"
2818,121570,"POLYQUATERNIUM-6"
1828,121600,"POLY PROPOXY POLY ETHOXY ETHANOL, I2 COMPLEX"
2347,121625,"POLYPROPYLENE"
3011,121650,"POLYPROPYLENE GLYCOL"
2112,121700,"POLYSACCHARIDE POLYMER"
5718,121705,"POLYSILOXANE"
3768,121709,"POLYSORBATE 65"
3342,121725,"POLYSTYRENE"
3769,121730,"POLYTRIMETHYL VINYL BENZYL AMMONIUM CHLORIDE"
3770,121737,"POLYURETHANE"
2819,121750,"POLYVINYL ALCOHOL"
5970,121755,"VINYL ALCOHOL - VINYL ACETATE COPOLYMER"
2820,121800,"POLYVINYL BUTYRAL RESIN"
2821,121900,"POLYVINYL CHLORIDE"
1466,122000,"POLYVINYL PYRROLIDONE"
1611,122100,"POLYVINYL PYRROLIDONE - IODINE COMPLEX"
2823,122150,"POLYVIS O-SH"
496,122200,"POTASH FISH SOAP"
1596,122300,"POTASH SOAP"
866,122500,"POTASSIUM ABEITATE"
3343,122550,"POTASSIUM ACETATE"
3344,122620,"POTASSIUM ALUMINUM SILICATE"
3345,122628,"POTASSIUM ALUMINUM SULFATE"
5037,122650,"POTASSIUM BICARBONATE"
1860,122750,"POTASSIUM BISULFATE"
1090,122800,"POTASSIUM BROMIDE"
1538,122900,"POTASSIUM PARA-TERT-BUTYLPHENATE"
1620,123000,"POTASSIUM CARBONATE"
3346,123050,"POTASSIUM-6-CARBOXY-4-HEXYL-2-CYCLOHEXENE-1-OCTANOATE"
3347,123060,"POTASSIUM CHLORATE"
700,123100,"POTASSIUM CHROMATE"
497,123200,"POTASSIUM CYANATE"
1542,123300,"POTASSIUM ORTHO-CYCLOPENTYL-PARA-CHLOROPHENATE"
1650,123400,"POTASSIUM 1,3-DICHLORO-2,4,6-TRIOXO HEXAHYDRO-S-TRIAZINE"
2167,123450,"POTASSIUM DICHROMATE"
1934,123475,"POTASSIUM DIMETHYL DITHIO CARBAMATE"
1027,123500,"POTASSIUM DODECYLBENZENE SULFONATE"
3771,123575,"POTASSIUM N-COCO-N-HYDROXYETHYLAMINO-3-ETHOXY PROPANE SULFATE"
3528,123580,"POTASSIUM 2-ETHYLHEXANOATE"
3354,123590,"POTASSIUM N-ETHYLPERFLUOROOCTANESULFONAMIDE ACETATE"
1677,123600,"POTASSIUM ETHYL XANTHATE"
3831,123625,"POTASSIUM GLUCONATE"
1306,123700,"POTASSIUM HYDROXIDE"
3352,123725,"POTASSIUM 3-(2-(2-((2-(2-HYDROXY ETHYL) ETHYL) OCTADECYL AMINO)ETHOXY) PROPIONATE"
1824,123750,"SEE CHEM CODE 970"
5979,123770,"POTASSIUM HYPOCHLORITE"
1003,123800,"POTASSIUM IODIDE"
901,123900,"POTASSIUM LAURATE"
90901,124000,"POTASSIUM LAURATE, OTHER RELATED"
2825,124100,"POTASSIUM LAURATE AND MYRISTATE SOAPS"
3353,124125,"POTASSIUM LAURYL SULFATE"
1245,124200,"POTASSIUM LYSALBINATE"
970,124300,"POTASSIUM N-METHYLDITHIOCARBAMATE"
902,124400,"POTASSIUM MYRISTATE"
726,124500,"POTASSIUM NITRATE"
3356,124575,"POTASSIUM NITRITE"
498,124800,"POTASSIUM PERMANGANATE"
1028,124900,"POTASSIUM PEROXYDISULFATE"
1859,124950,"POTASSIUM PEROXYMONOSULFATE"
3359,124960,"POTASSIUM PHOSPHATE, DIBASIC"
5766,124980,"POTASSIUM PHOSPHITE"
1764,125050,"POTASSIUM RESINATE"
912,125100,"POTASSIUM RICINOLEATE"
2826,125150,"POTASSIUM SILICATE"
903,125200,"POTASSIUM SOAP OF COCONUT FATTY ACIDS"
1409,125300,"POTASSIUM SOAP OF TALL OIL FATTY ACIDS"
1132,125400,"POTASSIUM SORBATE"
3361,125450,"POTASSIUM STEARATE"
3362,125500,"POTASSIUM SULFATE"
3364,125520,"POTASSIUM SULFITE"
3363,125530,"POTASSIUM SULFORICINOLEATE"
3365,125560,"POTASSIUM TETRABORATE"
1439,125600,"POTASSIUM TOLUENE SULFONATE"
5066,125625,"POTASSIUM TRIIODIDE"
904,125700,"POTASSIUM XYLENESULFONATE"
3772,125715,"POTATOES"
3773,125730,"POULTRY FEED"
3985,125905,"PRALLETHRIN"
5103,125910,"PRIMISULFURON-METHYL"
3368,125970,"PROCAINE HYDROCHLORIDE"
2241,126000,"PROCYMIDONE"
2236,126200,"PRODIAMINE"
92236,126225,"PRODIAMINE, OTHER RELATED"
2042,126250,"PROFENOFOS"
1485,126300,"PROFLAVINE DIHYDROCHLORIDE"
1897,126350,"PROFLURALIN"
91897,126375,"PROFLURALIN, OTHER RELATED"
5497,126390,"PROHEXADIONE CALCIUM"
4092,126400,"PROMECARB"
499,126500,"PROMETON"
502,126600,"PROMETRYN"
511,126650,"PROPACHLOR"
2147,126675,"PROPAMOCARB"
4022,126677,"PROPAMOCARB HYDROCHLORIDE"
2832,126680,"PROPANE"
1699,126700,"1,3-PROPANEDIOL"
3925,126725,"1,2,3-PROPANE TRICARBOXYLIC ACID, 2-HYDROXY, TRILITHIUM SALT"
2833,126750,"1,2,3-PROPANETRIOL, HOMOPOLYMER, (Z)-9-OCTADECENOATE"
3369,126790,"1,3-PROPANE DIAMINE DODECYL BENZENE SULFONATE"
503,126800,"PROPANIL"
3917,126810,"2-PROPANOL, 1-AMINO"
445,126900,"PROPARGITE"
504,127000,"PROPAZINE"
2834,127010,"PROPELLANT A-46"
2835,127020,"PROPELLANT A-70"
2836,127030,"PROPELLANT A-91"
3887,127040,"PROPELLANT B-46"
2122,127050,"PROPETAMPHOS"
339,127075,"PROPHAM"
2276,127090,"PROPICONAZOLE"
505,127100,"PROPIONIC ACID"
3774,127125,"PROPOFOL"
62,127150,"PROPOXUR"
90062,127151,"PROPOXUR, OTHER RELATED"
5876,127155,"PROPOXYCARBAZONE-SODIUM"
2837,127180,"N-PROPOXY PROPANOL"
1603,127200,"N-PROPYL ALCOHOL"
3371,127250,"PROPYL AMINE NITRITE"
2838,127280,"PROPYLENE"
507,127400,"PROPYLENE GLYCOL"
3775,127425,"PROPYLENE GLYCOL ALGINATE"
2839,127450,"PROPYLENE GLYCOL DICAPRYLATE/DICAPRATE"
998,127500,"PROPYLENE GLYCOL, METHYL ETHER"
5856,127530,"PROPYLENEGLYCOL MONOLAURATE"
1366,127550,"PROPYLENE GLYCOL, MONOMALIC ESTER"
2840,127580,"PROPYLENE GLYCOL MONOMETHYL ETHER ACETATE"
3906,127605,"PROPYLENE GLYCOL POLYETHYLENE GLYCOL-1-HEXADECYL ETHER ACETATE"
3776,127610,"PROPYLENE GLYCOL TALL OIL ESTER"
3373,127620,"PROPYLENE ETHYLENE THIOESTER"
508,127630,"PROPYLENE OXIDE"
438,127640,"N-PROPYL ISOME"
2841,127650,"PROPYL 4-HYDROXYBENZOATE"
694,127700,"PROPYZAMIDE"
4093,127710,"PROPYZAMIDE METABOLITE"
1928,127730,"PROSULFALIN"
5115,127735,"PROSULFURON"
4094,127740,"PROTHIOFOS"
6005,127741,"PROTHIOCONAZOLE"
5956,127742,"PSEUDOMONAS AUREOFACIENS STRAIN TX-1"
3926,127745,"PSEUDOMONAS CEPACIA TYPE WISCONSIN"
5182,127750,"PSEUDOMONAS CHLORORAPHIS"
6013,127755,"PSEUDOMONAS FLUORESCENS CL 145A STRAIN TOXINS"
2842,127760,"PSEUDOMONAS FLUORESCENS, STRAIN A506"
5045,127762,"PSEUDOMONAS FLUORESCENS, STRAIN EG-1053"
3968,127763,"PSEUDOMONAS FLUORESCENS STRAIN NCIB 12089"
3949,127765,"PSEUDOMONAS FLUORESCENS STRAIN 1629 RS"
3950,127767,"PSEUDOMONAS SYRINGAE STRAIN AGS31 PSEDOMONAS SYRINGAE STRAIN PS31"
3960,127768,"PSEUDOMONAS SYRINGAE, STRAIN ESC-10"
3967,127769,"PSEUDOMONAS SYRINGAE STRAIN ESC-11"
2824,127770,"PSEUDOMONAS SYRINGAE, STRAIN 742 RS"
5121,127772,"PUCCINIA CANALICULATA"
3777,127773,"PUMICE"
1935,127775,"PUTRESCENT WHOLE EGG SOLIDS"
5232,127790,"PYMETROZINE"
5759,127795,"PYRACLOSTROBIN"
5865,127797,"PYRAFLUFEN-ETHYL"
509,127800,"PYRAZON"
90509,127900,"PYRAZON, OTHER RELATED"
510,128000,"PYRETHRINS"
90510,128100,"PYRETHRINS, OTHER RELATED"
1461,128300,"PYRETHRUM NARC"
3959,128325,"PYRIDABEN"
5991,128330,"PYRIDALYL"
3939,128350,"PYRIDATE"
1268,128400,"PYRIDINE"
5864,128445,"PYRIMETHANIL"
1916,128450,"PYRIMINIL"
4019,128455,"PYRIPROXYFEN"
3941,128460,"PYRITHIOBAC"
3940,128465,"PYRITHIOBAC-SODIUM"
6030,128466,"PYROXSULAM"
5924,128468,"PYTHIUM OLIGANDRUM DV74"
5447,128470,"QST 713 STRAIN OF DRIED BACILLUS SUBTILIS"
3778,128475,"QUASSIA"
2996,128500,"QUATERNIUM-18 BENTONITE"
3779,128525,"QUILLAJA"
5104,128550,"QUINCLORAC"
1492,128600,"QUININE HYDROCHLORIDE"
1341,128700,"QUININE SULFATE"
3374,128800,"QUINIZARIN GREEN SS"
5953,128825,"QUINOCLAMINE"
2050,128900,"8-QUINOLINOL SULFATE"
2843,128910,"8-QUINOLINOL"
5787,128911,"QUINOXYFEN"
2226,128912,"QUIZALOFOP-ETHYL"
3780,128915,"RAISINS"
2844,128920,"R 23 979 IMAZALIL BASE"
2845,128930,"REAX 88B"
5932,128933,"RED CABBAGE COLOR"
3781,128937,"RED CEDAR CHIPS"
1094,128950,"RED PEPPER, GROUND"
514,129100,"RED SQUILL"
2119,129300,"RESMETHRIN"
92119,129350,"RESMETHRIN, OTHER RELATED"
3375,129450,"RESORCINOL"
5823,129500,"REYNOUTRIA SACHALINENSIS"
2846,129900,"RHODAMINE B"
3783,129930,"RICE"
3784,129960,"RICE HULLS"
3835,129970,"RIMSULFURON"
517,130000,"RONNEL"
2331,130050,"ROSEMARY"
5450,130060,"ROSEMARY OIL"
3785,130075,"ROSIN"
3786,130130,"ROSIN, PARTIALLY DIMERIZED"
3787,130160,"ROSIN, PARTIALLY HYDROGENATED"
4095,130165,"ROTENOLONE"
518,130200,"ROTENONE"
90518,130300,"ROTENONE, OTHER RELATED"
3788,130450,"RUBBER"
520,130600,"RYANODINE ALKALOID"
3789,130605,"RYE FLOUR"
521,130700,"SABADILLA ALKALOIDS"
2280,130725,"SACCHARIN"
2317,130750,"SACCHARIN, AMMONIUM SALT"
2318,130775,"SACCHARIN, SODIUM SALT"
1510,130800,"SAFFLOWER OIL"
5977,130810,"SAFLUFENACIL"
3376,130825,"SAFROLE"
450,130900,"SALICYLANILIDE"
1170,131000,"SALICYLIC ACID"
1365,131100,"SALICYLIC AND BENZOIC ESTERS OF PROPYLENE GLYCOL"
1470,131200,"SANTONIN"
